"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genename","symbol","entrez"
"ENSG00000102384",125.278869218988,-2.26344965593297,0.187428128624183,-12.0763605364245,1.40815705427879e-33,1.57700749741344e-32,"centromere protein I","CENPI","2491"
"ENSG00000157502",5.20785352735762,5.75582233179108,1.35773408177681,4.23928544554077,2.24232388875301e-05,6.24477881187489e-05,"PWWP domain containing 3B","PWWP3B","139221"
"ENSG00000147234",5.2525151828939,-3.98041977052695,1.20816098549897,-3.29461041889467,0.000985582147312581,0.00226819326781587,"FERM and PDZ domain containing 3","FRMPD3","84443"
"ENSG00000197565",563.648360733133,3.41302170307903,0.124605048110961,27.3907177503734,3.53780645398201e-165,3.98016729151044e-163,"collagen type IV alpha 6 chain","COL4A6","1288"
"ENSG00000188153",2944.12640623352,2.26608046261254,0.055268128792191,41.001577439559,0,0,"collagen type IV alpha 5 chain","COL4A5","1287"
"ENSG00000072315",17.5333411674997,-2.58329034643749,0.509620789004905,-5.06904428188982,3.99818210424487e-07,1.33014013210747e-06,"transient receptor potential cation channel subfamily C member 5","TRPC5","7224"
"ENSG00000009694",7.23626328172858,4.36470864904997,1.19209873744853,3.66136504631474,0.000250874999863845,0.000622247685626616,"teneurin transmembrane protein 1","TENM1","10178"
"ENSG00000013619",175.16241143622,-2.47366157787152,0.162467576300468,-15.2255707520172,2.39261438072045e-52,4.31080082433471e-51,"mastermind like domain containing 1","MAMLD1","10046"
"ENSG00000102032",8.34862145154413,3.4410163927292,0.880670672635448,3.90726806245494,9.33455745071668e-05,0.000242975463985628,"renin binding protein","RENBP","5973"
"ENSG00000091879",40.1448439581042,4.81410863415633,0.564904797862437,8.52198220367857,1.56845494787968e-17,9.69626217359513e-17,"angiopoietin 2","ANGPT2","285"
"ENSG00000275591",9.01436836540411,-2.4503405393949,0.683879799203383,-3.58299885776591,0.000339672093664823,0.000829371656135215,"XK related 5","XKR5","389610"
"ENSG00000159167",15599.4571733462,3.76489178106176,0.187081599369864,20.1243296708111,4.51841382028864e-90,1.69878527763811e-88,"stanniocalcin 1","STC1","6781"
"ENSG00000184661",203.831869946422,-2.59570998766134,0.161096100422078,-16.1128045983763,2.07399855457593e-58,4.34802143632148e-57,"cell division cycle associated 2","CDCA2","157313"
"ENSG00000171320",49.4785025858831,-3.36799905408163,0.346399952916529,-9.72286233218171,2.40912263787783e-22,1.86970244534194e-21,"establishment of sister chromatid cohesion N-acetyltransferase 2","ESCO2","157570"
"ENSG00000168078",197.072225841373,-2.77381140894803,0.17459605499351,-15.8870222414312,7.79431815286635e-57,1.58663896321746e-55,"PDZ binding kinase","PBK","55872"
"ENSG00000104290",5.77688960088559,2.47328280045086,0.884847691543916,2.79515087634504,0.00518754987761735,0.0107424631300161,"frizzled class receptor 3","FZD3","7976"
"ENSG00000120875",89.2249498625436,2.55676593508705,0.231660283223955,11.036703829872,2.54187389676375e-28,2.40141906990411e-27,"dual specificity phosphatase 4","DUSP4","1846"
"ENSG00000157168",1902.05218544265,2.58688975359066,0.122424260160022,21.1305320547521,4.16824107736921e-99,1.81213973446217e-97,"neuregulin 1","NRG1","3084"
"ENSG00000176907",87.3651298398392,2.1019981507792,0.218912161126122,9.60201635197492,7.8395536692007e-22,5.9587076831707e-21,"transcriptional and immune response regulator","TCIM","56892"
"ENSG00000104368",13214.4968037918,2.02763709005456,0.0550460855246606,36.8352639561659,5.03520683627244e-297,2.74847697603641e-294,"plasminogen activator, tissue type","PLAT","5327"
"ENSG00000147571",15.6012006641834,2.30428271970766,0.522788067548693,4.40768040194995,1.04483565764185e-05,3.02055471210782e-05,"corticotropin releasing hormone","CRH","1392"
"ENSG00000104321",7567.20986030083,3.29744633697212,0.101231296318792,32.5733884369905,9.76966579469045e-233,2.28548149971663e-230,"transient receptor potential cation channel subfamily A member 1","TRPA1","8989"
"ENSG00000164683",145.840119518095,2.61276644350245,0.185176359293443,14.1096112563812,3.31399763552644e-45,5.10896413727915e-44,"hes related family bHLH transcription factor with YRPW motif 1","HEY1","23462"
"ENSG00000076641",954.690284174,2.03263249197315,0.0744909387905079,27.2869764427262,6.05493783097395e-164,6.56159365830104e-162,"phosphoprotein membrane anchor with glycosphingolipid microdomains 1","PAG1","55824"
"ENSG00000170323",20.5714781102005,-3.45967412054796,0.542233831208686,-6.38040992911868,1.76614578734068e-10,7.52949280122271e-10,"fatty acid binding protein 4","FABP4","2167"
"ENSG00000147614",3.59414433926073,5.20361921472031,1.40750974066633,3.69703957590863,0.000218128347613852,0.000544415848794742,"ATPase H+ transporting V0 subunit d2","ATP6V0D2","245972"
"ENSG00000164938",1395.92210584831,2.31778202055933,0.0656155292094681,35.3236809713161,2.54305707416959e-273,9.86304609450302e-271,"tumor protein p53 inducible nuclear protein 1","TP53INP1","94241"
"ENSG00000156486",5.72819429743766,2.7859365646703,0.943189781397385,2.95373913036122,0.00313949270053891,0.00673113811762329,"potassium voltage-gated channel modifier subfamily S member 2","KCNS2","3788"
"ENSG00000147642",8.5536678871083,-2.59042669624181,0.724707452901641,-3.57444467539289,0.000350972012170036,0.000855545073662255,"syntabulin","SYBU","55638"
"ENSG00000164796",1.97686173942908,4.35024547858524,1.591460727253,2.73349219625051,0.00626666083226609,0.0127848902749083,"CUB and Sushi multiple domains 3","CSMD3","114788"
"ENSG00000147676",5.02442318448801,2.21572611384268,0.915893141100565,2.4191971906026,0.0155548054569756,0.0296184396414608,"mal, T cell differentiation protein 2","MAL2","114569"
"ENSG00000214814",11.9281802822276,2.69145176965083,0.643491010389072,4.18257866263509,2.88221244500769e-05,7.92648759367856e-05,"fer-1 like family member 6","FER1L6","654463"
"ENSG00000173334",1074.47707273372,2.41256199115945,0.0759164041352394,31.779192107962,1.25506730571475e-221,2.80260332600363e-219,"tribbles pseudokinase 1","TRIB1","10221"
"ENSG00000165071",4.66299723616632,-2.40218202208168,0.965407876872753,-2.48825608287252,0.0128371261184134,0.0248415920080327,"transmembrane protein 71","TMEM71","137835"
"ENSG00000155926",2.55895405153504,3.62711434914471,1.53113562056648,2.36890468775246,0.0178408504369148,0.0335680395428635,"Src like adaptor","SLA","6503"
"ENSG00000147852",160.717936015008,-2.19580879642137,0.16686496490528,-13.1591961060718,1.50680511290533e-39,2.00426838935007e-38,"very low density lipoprotein receptor","VLDLR","7436"
"ENSG00000147862",30.6958951111512,-3.48674709088105,0.453836696851179,-7.68282317201955,1.55620328749707e-14,8.38279387833767e-14,"nuclear factor I B","NFIB","4781"
"ENSG00000178031",457.541515040327,-2.56031478409183,0.114560748627438,-22.3489704350502,1.23560001720316e-110,6.30113254447756e-109,"ADAMTS like 1","ADAMTSL1","92949"
"ENSG00000177076",97.1484461411842,2.73659755325141,0.22792318223162,12.0066661339891,3.27795095619864e-33,3.62147235325753e-32,"alkaline ceramidase 2","ACER2","340485"
"ENSG00000147883",1092.60954361111,2.17982979420979,0.0813913269093608,26.7820894066182,5.22457868933265e-158,5.2739616933825e-156,"cyclin dependent kinase inhibitor 2B","CDKN2B","1030"
"ENSG00000176399",7.75879169695775,2.39256841653884,0.756253830790144,3.16371080598568,0.00155771495245617,0.00348176581357887,"DMRT like family A1","DMRTA1","63951"
"ENSG00000230453",67.8136580133658,-2.13641554741768,0.244127449495963,-8.7512303586861,2.11039082785374e-18,1.35643000527293e-17,"ankyrin repeat domain 18B","ANKRD18B","441459"
"ENSG00000165304",262.90712654882,-2.68515133351312,0.148490410990698,-18.0829948250418,4.33864641035243e-73,1.19519571580886e-71,"maternal embryonic leucine zipper kinase","MELK","9833"
"ENSG00000137124",406.518564113566,-2.24190763982536,0.107322437725854,-20.8894587872866,6.6771759382403e-97,2.78776824299676e-95,"aldehyde dehydrogenase 1 family member B1","ALDH1B1","219"
"ENSG00000165072",137.02854136033,-2.55397676764621,0.186509148282227,-13.6935736995673,1.10916993839298e-42,1.61690865994419e-41,"MAM domain containing 2","MAMDC2","256691"
"ENSG00000187210",104.640591299587,-2.36839865990909,0.20244307099491,-11.6990848255243,1.28835425859669e-31,1.34569561043217e-30,"glucosaminyl (N-acetyl) transferase 1","GCNT1","2650"
"ENSG00000106772",128.27080086473,-2.34099243863979,0.186006308850196,-12.5855539691676,2.53557740138444e-36,3.07313649190822e-35,"prune homolog 2 with BCH domain","PRUNE2","158471"
"ENSG00000135069",1446.47934428655,-2.98312261414143,0.243816304514527,-12.2351235701044,2.0179750709766e-34,2.32532576982433e-33,"phosphoserine aminotransferase 1","PSAT1","29968"
"ENSG00000197506",25.2101087705239,-2.59329258653867,0.425543089658388,-6.09407754364073,1.10070298850081e-09,4.43834764556086e-09,"solute carrier family 28 member 3","SLC28A3","64078"
"ENSG00000180447",34.3814617021672,-2.20972813981333,0.351157741590432,-6.29269378999086,3.12003439291313e-10,1.31043222806366e-09,"growth arrest specific 1","GAS1","2619"
"ENSG00000165244",46.5603125763007,-3.32418510597395,0.358889135753272,-9.26242890857318,1.99833658951128e-20,1.41457659251764e-19,"zinc finger protein 367","ZNF367","195828"
"ENSG00000136943",3.36721780404075,-4.25066529228662,1.45458343482083,-2.92225608413464,0.00347505690063015,0.00740320737228782,"cathepsin V","CTSV","1515"
"ENSG00000136842",196.254349126235,2.49061780383984,0.159812693378401,15.5846056479545,9.2633229468935e-55,1.76843074600151e-53,"tropomodulin 1","TMOD1","7111"
"ENSG00000119508",104.04382043247,2.42578807631526,0.208330406640468,11.6439463419357,2.46347403616681e-31,2.54605051507899e-30,"nuclear receptor subfamily 4 group A member 3","NR4A3","8013"
"ENSG00000119326",1060.1999959954,-2.06902763036398,0.0775868059517076,-26.667261333735,1.12888645630613e-156,1.13180466619318e-154,"catenin alpha like 1","CTNNAL1","8727"
"ENSG00000181634",100.649741533976,2.80329670386264,0.239173638383832,11.720759540246,9.97734075881355e-32,1.04584671481788e-30,"TNF superfamily member 15","TNFSF15","9966"
"ENSG00000182752",6930.41939676306,2.01487019569894,0.0588365433182892,34.2452170379735,5.13836406736825e-257,1.61125977925262e-254,"pappalysin 1","PAPPA","5069"
"ENSG00000056558",67.1489165097798,-2.39336834356844,0.254696452321969,-9.39694417314816,5.61707171477876e-21,4.07203162481108e-20,"TNF receptor associated factor 1","TRAF1","7185"
"ENSG00000197233",6.3893767080205,5.02832791908775,1.30975551479739,3.83913475627977,0.000123468654326222,0.000317293989095005,"olfactory receptor family 1 subfamily J member 2","OR1J2","26740"
"ENSG00000239590",7.39906384003076,6.25055134007875,1.29460342273721,4.82815913375469,1.37800959121482e-06,4.35537322653315e-06,"olfactory receptor family 1 subfamily J member 4","OR1J4","26219"
"ENSG00000165202",3.63750596350437,4.18242421802849,1.40327027566532,2.98048372473756,0.00287793530530708,0.00620465338350143,"olfactory receptor family 1 subfamily Q member 1","OR1Q1","158131"
"ENSG00000186193",81.769207222397,-3.15700940872801,0.257373312228936,-12.2662656100094,1.37447753482401e-34,1.5975591410281e-33,"suppressor APC domain containing 2","SAPCD2","89958"
"ENSG00000184363",14.2138843564389,-2.01013221550674,0.526361368777769,-3.81892048836019,0.000134036954044727,0.000343255713068842,"plakophilin 3","PKP3","11187"
"ENSG00000167332",9.01171850441895,-2.66853785486882,0.72127000695757,-3.69977654571432,0.000215789383395874,0.000538943218520318,"olfactory receptor family 51 subfamily E member 2","OR51E2","81285"
"ENSG00000121236",35.1070032876928,-2.16018021423455,0.355421261422113,-6.07780245219779,1.21840724405136e-09,4.89021948878785e-09,"tripartite motif containing 6","TRIM6","117854"
"ENSG00000182261",43.2089584488167,-3.20021801546196,0.36203584875957,-8.83950588436685,9.61428470605105e-19,6.27525810441897e-18,"NLR family pyrin domain containing 10","NLRP10","338322"
"ENSG00000166402",239.580092966316,-2.62684113454948,0.14191881873358,-18.5094630718479,1.73218590018399e-76,5.05523877166568e-75,"TUB bipartite transcription factor","TUB","7275"
"ENSG00000133818",917.65645300902,-2.58022994832454,0.0872303197088443,-29.5795080992111,2.74196632636266e-192,4.44078018878384e-190,"RAS related 2","RRAS2","22800"
"ENSG00000175868",5.98159152971808,5.94541711854649,1.32106982789515,4.50045636726051,6.78077230771234e-06,1.9995002455195e-05,"calcitonin related polypeptide beta","CALCB","797"
"ENSG00000188487",282.820851484022,4.38603178024935,0.199724935772762,21.960361450508,6.89484522173783e-107,3.36477579066133e-105,"INSC spindle orientation adaptor protein","INSC","387755"
"ENSG00000129173",24.145160242982,-2.11266768259503,0.415067353015771,-5.08993942126485,3.58177922076511e-07,1.19647013045413e-06,"E2F transcription factor 8","E2F8","79733"
"ENSG00000166833",556.856531079937,-2.37829288221885,0.0943256734040185,-25.2136326875937,2.83923123310664e-140,2.28658961276097e-138,"neuron navigator 2","NAV2","89797"
"ENSG00000135363",6.03572730144971,5.95582750039612,1.33543553110023,4.45983902756375,8.2021233179629e-06,2.39609303191551e-05,"LIM domain only 2","LMO2","4005"
"ENSG00000135373",7.51599619185876,2.07147133280254,0.745910841861201,2.77710312888574,0.00548457738351652,0.0113130442936692,"ETS homologous factor","EHF","26298"
"ENSG00000187479",217.31151834173,4.98607411206143,0.276075406040326,18.0605515847113,6.51681633962509e-73,1.79188132860811e-71,"chromosome 11 open reading frame 96","C11orf96","387763"
"ENSG00000234776",4.54168150825213,2.44848020811439,0.987330102850902,2.47990028972523,0.0131419127121129,0.0253714316938853,"Frey regulator of sperm-oocyte fusion 1","FREY1","143678"
"ENSG00000183134",6.0208413448521,2.57783411245586,0.88106706371258,2.92580919049857,0.00343561586772345,0.00732447658881935,"prostaglandin D2 receptor 2","PTGDR2","11251"
"ENSG00000167992",55.6714717701501,2.35171731537328,0.282900928569723,8.31286531035081,9.34185290415748e-17,5.5718424970244e-16,"von Willebrand factor C and EGF domains","VWCE","220001"
"ENSG00000133318",1500.97300012898,-2.41401849883444,0.0690680721887584,-34.9512940253652,1.23760619414889e-267,4.14541820212871e-265,"reticulon 3","RTN3","10313"
"ENSG00000146670",234.421797339318,-2.27263383278744,0.141477236705769,-16.0636006590505,4.59108582407373e-58,9.59764863477994e-57,"cell division cycle associated 5","CDCA5","113130"
"ENSG00000174576",2.21030781388007,-3.62115289716277,1.54224847547867,-2.34796983413381,0.0188760499825984,0.0353353517901098,"neuronal PAS domain protein 4","NPAS4","266743"
"ENSG00000131620",177.191004531121,-2.0699316731594,0.159575604825624,-12.9714794151733,1.7756962984103e-38,2.28760594807439e-37,"anoctamin 1","ANO1","55107"
"ENSG00000175567",35.3534567964114,-2.89558837241469,0.373786935786814,-7.74662807922791,9.43648270794924e-15,5.13002147361697e-14,"uncoupling protein 2","UCP2","7351"
"ENSG00000165434",1243.14971044106,2.51723600339355,0.069401356994198,36.270702943229,4.68797353266864e-288,2.1591048101397e-285,"phosphoglucomutase 2 like 1","PGM2L1","283209"
"ENSG00000165490",89.3021061469361,-2.13573753794748,0.221990525480732,-9.62084995889996,6.52894090818348e-22,4.98567518677762e-21,"DNA damage induced apoptosis suppressor","DDIAS","220042"
"ENSG00000137501",417.114534231623,-2.10265733268028,0.107811510906636,-19.5030875181888,1.03350955317875e-84,3.50964603565633e-83,"synaptotagmin like 2","SYTL2","54843"
"ENSG00000149201",28.517786969296,-2.60322142432529,0.399022954782736,-6.52398914178438,6.84616675948485e-11,2.99402984276818e-10,"coiled-coil domain containing 81","CCDC81","60494"
"ENSG00000214376",2.87229709981023,-4.0198325993502,1.46578241058477,-2.74244838137093,0.00609830338926198,0.0124776892060174,"V-set and transmembrane domain containing 5","VSTM5","387804"
"ENSG00000149218",387.648413542227,-2.53980794411235,0.111380362963502,-22.8030137138682,4.28007450018304e-115,2.30218021838313e-113,"endonuclease domain containing 1","ENDOD1","23052"
"ENSG00000149212",195.716908291826,-2.19037607293855,0.153288237092665,-14.2892639023204,2.55293584843601e-46,4.01549290653681e-45,"sestrin 3","SESN3","143686"
"ENSG00000023445",82.153137718778,-2.93195979851457,0.250995034060255,-11.6813458461123,1.58761693696868e-31,1.65242220459354e-30,"baculoviral IAP repeat containing 3","BIRC3","330"
"ENSG00000166670",61.3773644453775,3.32437743528638,0.342335968334067,9.71086226043973,2.71034457421014e-22,2.10016079572602e-21,"matrix metallopeptidase 10","MMP10","4319"
"ENSG00000149968",610.045543455832,3.82854066366896,0.302649934526271,12.6500627520758,1.11785502057923e-36,1.37176913349681e-35,"matrix metallopeptidase 3","MMP3","4314"
"ENSG00000137745",2.52140570581131,3.63891528952985,1.49252014395752,2.43810129080135,0.0147646362297593,0.0282635678340293,"matrix metallopeptidase 13","MMP13","4322"
"ENSG00000170962",442.998331547086,2.42435629912805,0.108571231827893,22.3296379557628,1.90463959124355e-110,9.6795097571543e-109,"platelet derived growth factor D","PDGFD","80310"
"ENSG00000152578",320.281587756857,4.79254759634828,0.20058934525642,23.8923338137518,3.67966235782566e-126,2.41026061465042e-124,"glutamate ionotropic receptor AMPA type subunit 4","GRIA4","2893"
"ENSG00000152402",4.13386759039514,3.43246322408648,1.27012945399512,2.70245148105956,0.00688302292964216,0.0139439164174661,"guanylate cyclase 1 soluble subunit alpha 2","GUCY1A2","2977"
"ENSG00000149591",9681.57754889774,-2.09364156903608,0.142447595231605,-14.6976266298637,6.67588042563899e-49,1.11933021289041e-47,"transgelin","TAGLN","6876"
"ENSG00000110002",899.504360793506,4.43907473642135,0.126316442695776,35.1424932628331,1.51368681108393e-270,5.31159910041784e-268,"von Willebrand factor A domain containing 5A","VWA5A","4013"
"ENSG00000149548",33.7639135412465,-2.69959430740953,0.372546841661904,-7.24632181920223,4.2824190562921e-13,2.13512490025822e-12,"coiled-coil domain containing 15","CCDC15","80071"
"ENSG00000120457",2.38132019253542,-3.69240244520946,1.5235580129797,-2.42353911945108,0.0153700977598999,0.0292894363570475,"potassium inwardly rectifying channel subfamily J member 5","KCNJ5","3762"
"ENSG00000174370",6.56629023143366,-3.2649227957818,0.925533251975718,-3.5276126371605,0.000419325311245815,0.00101278538792868,"KCNJ5 antisense RNA 1","KCNJ5-AS1","219833"
"ENSG00000187134",392.12236595253,2.06560776539207,0.123261115151675,16.7579837554634,4.95132505430867e-63,1.12438564946689e-61,"aldo-keto reductase family 1 member C1","AKR1C1","1645"
"ENSG00000065328",105.647799964545,-2.6341851983433,0.208967479771148,-12.6057183693279,1.96375136250018e-36,2.39386001493198e-35,"minichromosome maintenance 10 replication initiation factor","MCM10","55388"
"ENSG00000077943",161.821193997302,3.06561273901099,0.194888685130752,15.7300704089324,9.4106375666556e-56,1.86334817344726e-54,"integrin subunit alpha 8","ITGA8","8516"
"ENSG00000150054",13.4350446990032,-2.27806596837245,0.550312949980789,-4.13958270190076,3.47938152954671e-05,9.4855947063373e-05,"MAGUK p55 scaffold protein 7","MPP7","143098"
"ENSG00000170312",258.398617767853,-2.72622711904589,0.137975727844609,-19.7587442489611,6.74622591856575e-87,2.40159124608266e-85,"cyclin dependent kinase 1","CDK1","983"
"ENSG00000196932",91.5494451791518,2.85472449125035,0.241627606070109,11.8145626556514,3.2825258506338e-32,3.50056917414189e-31,"transmembrane protein 26","TMEM26","219623"
"ENSG00000138347",213.944820748303,-2.63179169758771,0.154245056099783,-17.0624055262113,2.8267144121575e-65,6.75204489568513e-64,"myopalladin","MYPN","84665"
"ENSG00000122861",28007.1433373973,2.26252546550258,0.0552183311595172,40.9741732137194,0,0,"plasminogen activator, urokinase","PLAU","5328"
"ENSG00000122378",146.718607800447,2.06564698585682,0.175126006290285,11.7952040911208,4.13197683183416e-32,4.3842386283349e-31,"peroxiredoxin like 2A","PRXL2A","84293"
"ENSG00000122367",18.0565694158344,-2.54634956162959,0.49099754211866,-5.18607394782888,2.14773558117731e-07,7.29507420958542e-07,"LIM domain binding 3","LDB3","11155"
"ENSG00000152779",20.4758516261274,-4.15979665550931,0.637423831355193,-6.52595094642977,6.75714337465041e-11,2.95979356093185e-10,"solute carrier family 16 member 12","SLC16A12","387700"
"ENSG00000138182",319.095678403888,-2.48274457513903,0.12462221345728,-19.9221672145159,2.61427452717423e-88,9.56059006984957e-87,"kinesin family member 20B","KIF20B","9585"
"ENSG00000138160",450.256121980529,-2.57259579571849,0.106782845563827,-24.0918452971998,3.04349548088792e-128,2.0481751779601e-126,"kinesin family member 11","KIF11","3832"
"ENSG00000138180",359.368768496895,-3.18369269399599,0.135565738264641,-23.4844934623601,5.87512907682477e-122,3.54867427599358e-120,"centrosomal protein 55","CEP55","55165"
"ENSG00000138131",355.511966869605,-2.02614965987507,0.121679047073809,-16.6515904636074,2.9466579373999e-62,6.57997646687874e-61,"lysyl oxidase like 4","LOXL4","84171"
"ENSG00000119915",2.17980148924883,4.48360138580134,1.54000697363907,2.91141628742529,0.00359794304345026,0.00764841837218663,"ELOVL fatty acid elongase 3","ELOVL3","83401"
"ENSG00000156398",29.4001584050284,-3.52403018889137,0.468403024033651,-7.52350008021766,5.33289676247001e-14,2.80200472318299e-13,"sideroflexin 2","SFXN2","118980"
"ENSG00000065618",4.75734338040703,-3.14992603175395,1.06947454990352,-2.94530246843005,0.00322639087396354,0.00690639777784672,"collagen type XVII alpha 1 chain","COL17A1","1308"
"ENSG00000107518",45.5630104273716,3.94040200383942,0.422517219189468,9.32601518915241,1.09926145502037e-20,7.85294480283817e-20,"attractin like 1","ATRNL1","26033"
"ENSG00000151892",274.725023021228,-2.07894919178992,0.127164327235612,-16.3485250697548,4.45636520673512e-60,9.64433339454659e-59,"GDNF family receptor alpha 1","GFRA1","2674"
"ENSG00000203780",40.5975573621356,2.0045822021895,0.314399637648594,6.37590493800132,1.81885724937427e-10,7.74749079227687e-10,"fibronectin type III and ankyrin repeat domains 1","FANK1","92565"
"ENSG00000132334",127.772488179998,3.17205811336962,0.224706953979191,14.1164216647402,3.0088620965347e-45,4.6531594521226e-44,"protein tyrosine phosphatase receptor type E","PTPRE","5791"
"ENSG00000148773",1840.19727265675,-3.19605832567065,0.0757850351652669,-42.1726838115322,0,0,"marker of proliferation Ki-67","MKI67","4288"
"ENSG00000151062",5.35018937504424,2.33678320125253,0.90204754650356,2.59053218459511,0.00958276604494819,0.0189597000900049,"calcium voltage-gated channel auxiliary subunit alpha2delta 4","CACNA2D4","93589"
"ENSG00000111206",489.63700653501,-3.02314009593891,0.1119288253649,-27.0094864846758,1.1434947866027e-160,1.20377329749647e-158,"forkhead box M1","FOXM1","2305"
"ENSG00000197905",124.910001773902,-2.87371231552435,0.207138072312118,-13.8734144015505,9.18007184033112e-44,1.36939168808502e-42,"TEA domain transcription factor 4","TEAD4","7004"
"ENSG00000111247",81.5387879102889,-2.40596059157032,0.23246318562559,-10.349856408857,4.19113916710533e-25,3.57459543083324e-24,"RAD51 associated protein 1","RAD51AP1","10635"
"ENSG00000089692",2.74393412936067,-2.96902225853364,1.34522488921079,-2.20708246059548,0.0273082989031709,0.0494495281035671,"lymphocyte activating 3","LAG3","3902"
"ENSG00000111665",169.507662978251,-2.72307983560973,0.17401323562726,-15.6486937662754,3.39108621047574e-55,6.57603007499887e-54,"cell division cycle associated 3","CDCA3","83461"
"ENSG00000059804",3443.39680712992,2.07976295761976,0.0543254349135827,38.2834110933141,0,0,"solute carrier family 2 member 3","SLC2A3","6515"
"ENSG00000110848",14.3990270131008,5.32288134950553,1.09228443132167,4.87316416573366,1.09824886907996e-06,3.51029968173943e-06,"CD69 molecule","CD69","969"
"ENSG00000060140",10.7825482970976,-2.42739362980073,0.630799575602207,-3.8481218499289,0.000119026850678609,0.000306092780544642,"serine/threonine/tyrosine kinase 1","STYK1","55359"
"ENSG00000172572",26.8702391542954,2.71925232889339,0.431249104189397,6.30552574481208,2.87217254461728e-10,1.21046837182069e-09,"phosphodiesterase 3A","PDE3A","5139"
"ENSG00000121361",51.4405648984805,-2.73779154700698,0.304639275152568,-8.98699468620995,2.54082908919584e-19,1.70289855009406e-18,"potassium inwardly rectifying channel subfamily J member 8","KCNJ8","3764"
"ENSG00000069431",90.3822487707062,-2.17623790715864,0.218229574621797,-9.97224098030786,2.01627288721237e-23,1.61939127039433e-22,"ATP binding cassette subfamily C member 9","ABCC9","10060"
"ENSG00000111728",7.00069408777413,2.23191853438595,0.786254451313593,2.83867204905116,0.00453016899656431,0.00947164571873526,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1","ST8SIA1","6489"
"ENSG00000152936",8.26721383677705,-3.64373985136445,0.890101050560323,-4.09362493064209,4.24681086008088e-05,0.000115054225102706,"lamin tail domain containing 1","LMNTD1","160492"
"ENSG00000087494",91.5264897887427,2.07297907310073,0.213805631355522,9.6956242918304,3.1470709987576e-22,2.43089792346381e-21,"parathyroid hormone like hormone","PTHLH","5744"
"ENSG00000110900",90.591408541607,2.75193863634112,0.239809401502485,11.4755243918683,1.75112818787496e-30,1.76164691009564e-29,"tetraspanin 11","TSPAN11","441631"
"ENSG00000013573",80.0301336071541,-2.07763896408658,0.224471810104165,-9.2556787559314,2.1287354026401e-20,1.50399340192281e-19,"DEAD/H-box helicase 11","DDX11","1663"
"ENSG00000057294",7.8075260263029,-2.58988243154518,0.773712006168403,-3.34734683047102,0.00081589061630015,0.00189752184046577,"plakophilin 2","PKP2","5318"
"ENSG00000018236",6.73355335695862,-2.62758067477812,0.819372654061505,-3.20682007356922,0.00134210909710523,0.00302446542402704,"contactin 1","CNTN1","1272"
"ENSG00000139173",134.676893239746,-2.21994456891217,0.178257259801994,-12.4535997657433,1.33677047734259e-35,1.59138314176697e-34,"transmembrane protein 117","TMEM117","84216"
"ENSG00000135451",112.071656447199,-3.11046222373778,0.21970554766672,-14.157413214054,1.68067672203142e-45,2.61284952840707e-44,"trophinin associated protein","TROAP","10024"
"ENSG00000186897",2.86015202904957,-4.04401243537714,1.49756738138943,-2.70038763239163,0.00692587284880105,0.0140249400997018,"complement C1q like 4","C1QL4","338761"
"ENSG00000161800",563.923688119321,-2.79230082382021,0.102045843626786,-27.3631999558211,7.52223196996867e-165,8.39868596768169e-163,"Rac GTPase activating protein 1","RACGAP1","29127"
"ENSG00000139567",436.249907247315,2.21057723041312,0.113715316371264,19.4395733218198,3.57123401893238e-84,1.19892589911219e-82,"activin A receptor like type 1","ACVRL1","94"
"ENSG00000161835",291.047011144609,2.92350515943544,0.151617097858086,19.2821601305932,7.58421895948903e-83,2.45662019835054e-81,"trafficking regulator and scaffold protein tamalin","TAMALIN","160622"
"ENSG00000186442",2.59038694027711,4.7408733251199,1.49635708724368,3.16827672053378,0.00153345486900951,0.00343153019427,"keratin 3","KRT3","3850"
"ENSG00000135476",162.982841162264,-2.74549200115289,0.174938426819832,-15.6940476204262,1.66117015664246e-55,3.27303820435782e-54,"extra spindle pole bodies like 1, separase","ESPL1","9700"
"ENSG00000198056",30.476781203393,-2.69232304408862,0.401953867380298,-6.69808966296462,2.11161697499362e-11,9.58159204970936e-11,"DNA primase subunit 1","PRIM1","5557"
"ENSG00000139269",34.6708234276748,-3.70718034609458,0.449139631735466,-8.25395953541245,1.53231254089075e-16,9.06592622547087e-16,"inhibin subunit beta E","INHBE","83729"
"ENSG00000111087",31.0511512484165,-2.52835910257517,0.397124285496339,-6.36666956646869,1.93176718819951e-10,8.21182140746595e-10,"GLI family zinc finger 1","GLI1","2735"
"ENSG00000139289",12942.9106281238,2.03736205042695,0.0462973434178526,44.0060249686232,0,0,"pleckstrin homology like domain family A member 1","PHLDA1","22822"
"ENSG00000139304",11.3813847987164,-3.22848809200425,0.699270929601167,-4.61693451756337,3.89450090231383e-06,1.17810251022786e-05,"protein tyrosine phosphatase receptor type Q","PTPRQ","374462"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117042,27.2855920323927,6.28835886268572e-164,6.76480532250089e-162,"solute carrier family 6 member 15","SLC6A15","55117"
"ENSG00000231738",2.043982825673,4.3872523363032,1.56356342765744,2.80593179572911,0.00501713106241618,0.0104173679343322,"tetraspanin 19","TSPAN19","144448"
